Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2015-2016","ACT","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Recycling","Recycling","0.139988790040646","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Treatment","Disposal","15.814576456973","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Treatment","Recycling","0.111692298508687","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","1077.47415846177","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Landfill","Disposal","34223.6483832973","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Other disposal","Disposal","58.7641503650406","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Recycling","Recycling","5696.84275751319","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Treatment","Disposal","599.946814627371","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Treatment","Energy recovery","140.017096348943","Core waste"
"2015-2016","ACT","Hazardous wastes","C&I","Treatment","Recycling","1003.62893389267","Core waste"
"2015-2016","ACT","Metals","C&D","Landfill","Disposal","189","Core waste"
"2015-2016","ACT","Metals","C&I","Landfill","Disposal","2318","Core waste"
"2015-2016","ACT","Metals","MSW","Landfill","Disposal","3266","Core waste"
"2015-2016","ACT","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Organics","C&D","Landfill","Disposal","4404","Core waste"
"2015-2016","ACT","Organics","C&D","Landfill","Energy recovery","216","Core waste"
"2015-2016","ACT","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Organics","C&I","Landfill","Disposal","27081","Core waste"
"2015-2016","ACT","Organics","C&I","Landfill","Energy recovery","7569","Core waste"
"2015-2016","ACT","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Organics","MSW","Landfill","Disposal","39357","Core waste"
"2015-2016","ACT","Organics","MSW","Landfill","Energy recovery","16822","Core waste"
"2015-2016","ACT","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Paper & cardboard","C&D","Landfill","Disposal","318","Core waste"
"2015-2016","ACT","Paper & cardboard","C&D","Landfill","Energy recovery","88","Core waste"
"2015-2016","ACT","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Paper & cardboard","C&I","Landfill","Disposal","14647","Core waste"
"2015-2016","ACT","Paper & cardboard","C&I","Landfill","Energy recovery","4068","Core waste"
"2015-2016","ACT","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Paper & cardboard","MSW","Landfill","Disposal","11304","Core waste"
"2015-2016","ACT","Paper & cardboard","MSW","Landfill","Energy recovery","3140","Core waste"
"2015-2016","ACT","Plastics","C&D","Landfill","Disposal","427","Core waste"
"2015-2016","ACT","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Plastics","C&I","Landfill","Disposal","7784","Core waste"
"2015-2016","ACT","Plastics","C&I","Recycling","Recycling","400","Core waste"
"2015-2016","ACT","Plastics","MSW","Landfill","Disposal","13316","Core waste"
"2015-2016","ACT","Plastics","MSW","Recycling","Recycling","2500","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","110","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","31","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","5192","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","1480","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","4815","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","1373","Core waste"
"2015-2016","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Unclassified materials","C&D","Landfill","Disposal","378","Core waste"
"2015-2016","ACT","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2015-2016","ACT","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Unclassified materials","C&I","Landfill","Disposal","7181","Core waste"
"2015-2016","ACT","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2015-2016","ACT","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Unclassified materials","MSW","Landfill","Disposal","3626","Core waste"
"2015-2016","ACT","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2015-2016","NSW","Ash","C&I","Other disposal","Long-term storage","1768210.47329507","Non-core waste"
"2015-2016","NSW","Ash","C&I","Recycling","Recycling","3567579.00480448","Non-core waste"
"2015-2016","NSW","Biosolids","C&I","Other disposal","Disposal","19166.9633035977","Core waste"
"2015-2016","NSW","Biosolids","C&I","Recycling","Recycling","325985.517446917","Core waste"
"2015-2016","NSW","Building and demolition materials","C&D","Landfill","Disposal","1116552","Core waste"
"2015-2016","NSW","Building and demolition materials","C&D","Recycling","Recycling","4742872","Core waste"
"2015-2016","NSW","Building and demolition materials","C&I","Landfill","Disposal","250828","Core waste"
"2015-2016","NSW","Building and demolition materials","C&I","Recycling","Recycling","372678","Core waste"
"2015-2016","NSW","Building and demolition materials","MSW","Landfill","Disposal","33076","Core waste"
"2015-2016","NSW","Building and demolition materials","MSW","Recycling","Recycling","107824","Core waste"
"2015-2016","NSW","Glass","C&D","Landfill","Disposal","0","Core waste"
"2015-2016","NSW","Glass","C&D","Recycling","Recycling","3067","Core waste"
"2015-2016","NSW","Glass","C&I","Landfill","Disposal","44627","Core waste"
"2015-2016","NSW","Glass","C&I","Recycling","Recycling","49911","Core waste"
"2015-2016","NSW","Glass","MSW","Landfill","Disposal","82007","Core waste"
"2015-2016","NSW","Glass","MSW","Recycling","Recycling","194596","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Landfill","Disposal","715938.48","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Recycling","Recycling","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Treatment","Disposal","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&D","Treatment","Recycling","0","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","30916.3879734552","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Landfill","Disposal","544399.796504151","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Other disposal","Disposal","3221.72271677508","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Recycling","Recycling","115243.775273727","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Treatment","Disposal","134041.840871057","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Treatment","Energy recovery","35394.877436287","Core waste"
"2015-2016","NSW","Hazardous wastes","C&I","Treatment","Recycling","210466.140313538","Core waste"
"2015-2016","NSW","Metals","C&D","Landfill","Disposal","11883","Core waste"
"2015-2016","NSW","Metals","C&D","Recycling","Recycling","538657","Core waste"
"2015-2016","NSW","Metals","C&I","Landfill","Disposal","88232","Core waste"
"2015-2016","NSW","Metals","C&I","Recycling","Recycling","596469","Core waste"
"2015-2016","NSW","Metals","MSW","Landfill","Disposal","73002","Core waste"
"2015-2016","NSW","Metals","MSW","Recycling","Recycling","417124","Core waste"
"2015-2016","NSW","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Organics","C&D","Landfill","Disposal","110830","Core waste"
"2015-2016","NSW","Organics","C&D","Landfill","Energy recovery","12656","Core waste"
"2015-2016","NSW","Organics","C&D","Recycling","Recycling","136756","Core waste"
"2015-2016","NSW","Organics","C&I","Anaerobic digestion","Recycling","50000","Core waste"
"2015-2016","NSW","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Organics","C&I","Landfill","Disposal","545405","Core waste"
"2015-2016","NSW","Organics","C&I","Landfill","Energy recovery","138274","Core waste"
"2015-2016","NSW","Organics","C&I","Recycling","Recycling","765279","Core waste"
"2015-2016","NSW","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Organics","MSW","Landfill","Disposal","676248","Core waste"
"2015-2016","NSW","Organics","MSW","Landfill","Energy recovery","372539","Core waste"
"2015-2016","NSW","Organics","MSW","Recycling","Recycling","1205511","Core waste"
"2015-2016","NSW","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Paper & cardboard","C&D","Landfill","Disposal","0","Core waste"
"2015-2016","NSW","Paper & cardboard","C&D","Landfill","Energy recovery","0","Core waste"
"2015-2016","NSW","Paper & cardboard","C&D","Recycling","Recycling","1","Core waste"
"2015-2016","NSW","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Paper & cardboard","C&I","Landfill","Disposal","313231","Core waste"
"2015-2016","NSW","Paper & cardboard","C&I","Landfill","Energy recovery","99662","Core waste"
"2015-2016","NSW","Paper & cardboard","C&I","Recycling","Recycling","611836","Core waste"
"2015-2016","NSW","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Paper & cardboard","MSW","Landfill","Disposal","307382","Core waste"
"2015-2016","NSW","Paper & cardboard","MSW","Landfill","Energy recovery","97800","Core waste"
"2015-2016","NSW","Paper & cardboard","MSW","Recycling","Recycling","348589","Core waste"
"2015-2016","NSW","Plastics","C&D","Landfill","Disposal","18287","Core waste"
"2015-2016","NSW","Plastics","C&D","Recycling","Recycling","1800","Core waste"
"2015-2016","NSW","Plastics","C&I","Landfill","Disposal","452600","Core waste"
"2015-2016","NSW","Plastics","C&I","Recycling","Recycling","41200","Core waste"
"2015-2016","NSW","Plastics","MSW","Landfill","Disposal","223298","Core waste"
"2015-2016","NSW","Plastics","MSW","Recycling","Recycling","51600","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","111","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","36","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","49","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","128565","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","42010","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","732","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","44666","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","14595","Core waste"
"2015-2016","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","26085","Core waste"
"2015-2016","NSW","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","C&D","Landfill","Disposal","12947","Core waste"
"2015-2016","NSW","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","C&D","Recycling","Recycling","330953","Core waste"
"2015-2016","NSW","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","C&I","Landfill","Disposal","160129","Core waste"
"2015-2016","NSW","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","C&I","Recycling","Recycling","61428","Core waste"
"2015-2016","NSW","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","MSW","Landfill","Disposal","76488","Core waste"
"2015-2016","NSW","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2015-2016","NSW","Unclassified materials","MSW","Recycling","Recycling","127649","Core waste"
"2015-2016","NT","Biosolids","C&I","Other disposal","Disposal","3617.47275562945","Core waste"
"2015-2016","NT","Biosolids","C&I","Recycling","Recycling","15691.8144416762","Core waste"
"2015-2016","NT","Building and demolition materials","C&D","Landfill","Disposal","94338","Core waste"
"2015-2016","NT","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2015-2016","NT","Building and demolition materials","C&I","Landfill","Disposal","5701","Core waste"
"2015-2016","NT","Building and demolition materials","C&I","Recycling","Recycling","0","Core waste"
"2015-2016","NT","Building and demolition materials","MSW","Landfill","Disposal","2472","Core waste"
"2015-2016","NT","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2015-2016","NT","Glass","C&D","Landfill","Disposal","5","Core waste"
